"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat","paleomodel","paleolng","paleolat","geoplate"
"461049","occ","","","45469","Balaenoptera n. sp. floridana","species","68451","invalid subgroup of","Mysticeti","suborder","42971","Serravallian","","13.82","11.62","12596","","","-81.971390","27.834999","gp_mid","-76.95","29.72","109"
"461050","occ","","","18532","Goniodelphis hudsoni","species","62925","","Goniodelphis hudsoni","species","62925","Late Hemphillian","","10.3","4.9","2613","","","-81.800003","27.900000","gp_mid","-78.79","29.15","109"
"461051","occ","","","18532","Ninoziphius platyrostris","species","62912","","Ninoziphius platyrostris","species","62912","Late Hemphillian","","10.3","4.9","2613","","","-81.800003","27.900000","gp_mid","-78.79","29.15","109"
"461052","occ","","","18532","Delphinodon cf. mento","species","64690","invalid subgroup of","Odontoceti","suborder","42937","Late Hemphillian","","10.3","4.9","2613","","","-81.800003","27.900000","gp_mid","-78.79","29.15","109"
"461056","occ","","","18535","Goniodelphis hudsoni","species","62925","","Goniodelphis hudsoni","species","62925","Zanclean","","5.333","3.6","2613","","","-81.800003","27.900000","gp_mid","-80.31","28.54","109"
"461057","occ","","","18535","Hadrodelphis sp.","genus","36722","","Hadrodelphis","genus","36722","Zanclean","","5.333","3.6","2613","","","-81.800003","27.900000","gp_mid","-80.31","28.54","109"
"461058","occ","","","18535","Balaenoptera floridana","species","68451","invalid subgroup of","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","2613","","","-81.800003","27.900000","gp_mid","-80.31","28.54","109"
"461069","occ","","","45474","Scaldicetus sp.","genus","36900","","Scaldicetus","genus","36900","Zanclean","","5.333","3.6","2613","","","-81.825554","27.757500","gp_mid","-80.34","28.40","109"
"461074","occ","","","45476","Scaldicetus sp.","genus","36900","","Scaldicetus","genus","36900","Serravallian","","13.82","11.62","2613","","","-81.938057","27.783333","gp_mid","-76.92","29.67","109"
"461075","occ","","","18505","n. gen. Kogiopsis n. sp. floridana","species","62943","","Kogiopsis floridana","species","62943","Serravallian","","13.82","11.62","11916","","","-81.800003","27.900000","gp_mid","-76.77","29.78","109"
"461082","occ","","","45481","n. gen. Squaloziphius n. sp. emlongi","species","62918","","Squaloziphius emlongi","species","62918","Aquitanian","","23.03","20.44","11885","1","specimens","-124.245277","48.263611","gp_mid","-112.61","52.57","129"
"461083","occ","","","45482","Delphinus n. sp. occiduus","species","62919","recombined as","Lonchodelphis occiduus","species","62919","Late Miocene","","11.608","5.333","11886","1","specimens","-122.620277","37.485279","gp_mid","","",""
"461084","occ","","","13079","n. gen. Piscolithax n. sp. longirostris","species","64568","","Piscolithax longirostris","species","64568","Messinian","","7.246","5.333","11888","","","-74.719719","-15.580833","gp_mid","-73.17","-15.20","201"
"461085","occ","","","45455","Schizodelphis n. sp. depressus","species","62921","subjective synonym of","Pomatodelphis inaequalis","species","62907","Serravallian","","13.82","11.62","11890","","","-81.824997","27.818001","gp_mid","-76.81","29.70","109"
"461086","occ","","","13079","n. gen. Pliopontos n. sp. littoralis","species","64567","","Pliopontos littoralis","species","64567","Messinian","","7.246","5.333","11891","","","-74.719719","-15.580833","gp_mid","-73.17","-15.20","201"
"461087","occ","","","13079","n. gen. Odobenocetops n. sp. peruvianus","species","62923","","Odobenocetops peruvianus","species","62923","Messinian","","7.246","5.333","11893","","","-74.719719","-15.580833","gp_mid","-73.17","-15.20","201"
"461088","occ","","","45457","Schizodelphis n. sp. bobengi","species","62924","recombined as","Pomatodelphis bobengi","species","62924","Serravallian","","13.82","11.62","11892","1","specimens","-81.973999","27.895000","gp_mid","-76.95","29.78","109"
"461089","occ","","","45483","Ontocetus n. sp. oxymycterus","species","62926","recombined as","Albicetus oxymycterus","species","62926","Langhian","","15.97","13.82","11896","1","specimens","-119.723053","34.395557","gp_mid","-113.02","37.00","105"
"461090","occ","","","45484","n. gen. Incacetus n. sp. broggii","species","56940","","Incacetus broggii","species","56940","Aquitanian","","23.03","20.44","10150","","","-75.388870","-14.774381","gp_mid","-69.59","-14.02","201"
"461091","occ","","","45485","n. gen. Scaphokogia n. sp. cochlearis","species","62929","","Scaphokogia cochlearis","species","62929","Tortonian","","11.62","7.246","11895","","","-74.781944","-15.482778","gp_mid","-72.57","-14.90","201"
"461092","occ","","","45486","n. gen. Australithax n. sp. intermedia","species","62930","","Australithax intermedia","species","62930","Tortonian","","11.62","7.246","11895","","","-74.871994","-15.441929","gp_mid","-72.66","-14.86","201"
"461093","occ","","","45487","Brachydelphis mazeasi","species","64569","","Brachydelphis mazeasi","species","64569","Serravallian","","13.82","11.62","11895","","","-75.671387","-14.558056","gp_mid","-72.59","-13.75","201"
"461094","occ","","","45487","n. gen. Atocetus n. sp. iquensis","species","62932","","Atocetus iquensis","species","62932","Serravallian","","13.82","11.62","11895","","","-75.671387","-14.558056","gp_mid","-72.59","-13.75","201"
"461095","occ","","","45487","n. gen. Belonodelphis n. sp. peruanus","species","62934","","Belonodelphis peruanus","species","62934","Serravallian","","13.82","11.62","11895","","","-75.671387","-14.558056","gp_mid","-72.59","-13.75","201"
"461097","occ","","","45489","Megaptera n. sp. miocaena","species","69900","invalid subgroup of","Megaptera","genus","36760","Tortonian","","11.62","7.246","11899","1","specimens","-120.440559","34.605556","gp_mid","-116.63","36.27","105"
"461105","occ","","","45493","Zarhachis flagellator","species","63658","","Zarhachis flagellator","species","63658","Burdigalian","","20.44","15.97","11902","1","specimens","-76.533333","38.674999","gp_mid","-67.88","40.53","109"
"461106","occ","","","45493","n. gen. Kentriodon n. sp. pernix","species","64433","","Kentriodon pernix","species","64433","Burdigalian","","20.44","15.97","11904","1","specimens","-76.533333","38.674999","gp_mid","-67.88","40.53","109"
"461107","occ","","","45493","Eurhinodelphis n. sp. bossi","species","66353","recombined as","Xiphiacetus bossi","species","66353","Burdigalian","","20.44","15.97","11905","3","specimens","-76.533333","38.674999","gp_mid","-67.88","40.53","109"
"461108","occ","","","45494","n. gen. Australodelphis n. sp. mirus","species","62937","","Australodelphis mirus","species","62937","Zanclean","","5.333","3.6","11903","","","78.133331","-68.641670","gp_mid","78.72","-69.26","802"
"461109","occ","","","45495","n. gen. Idiophyseter n. sp. merriami","species","62935","","Idiophyseter merriami","species","62935","Langhian","","15.97","13.82","11906","","","-120.808891","35.561111","gp_mid","-114.13","38.18","105"
"461110","occ","","","45496","Cetotherium n. sp. furlongi","species","69898","","Cetotherium furlongi","species","69898","Burdigalian","","20.44","15.97","11907","1","specimens","-120.544724","36.015278","gp_mid","-111.50","39.69","130"
"461111","occ","","","13297","n. gen. Aulophyseter n. sp. morricei","species","63838","","Aulophyseter morricei","species","63838","Langhian","","15.97","13.82","11909","1","specimens","-118.500000","35.299999","gp_mid","-111.06","38.41","130"
"461112","occ","","","45498","n. gen. Parietobalaena n. sp. palmeri","species","62938","","Parietobalaena palmeri","species","62938","Langhian","","15.97","13.82","11912","1","specimens","-76.516670","38.581669","gp_mid","-69.41","40.25","109"
"461113","occ","12338","","45497","n. gen. Tusciziphius n. sp. crispus","species","62940","","Tusciziphius crispus","species","62940","Zanclean","","5.333","3.6","11911","","","11.363333","43.306110","gp_mid","12.04","42.35","307"
"461114","occ","","","45499","n. gen. Nannocetus n. sp. eremus","species","62941","","Nannocetus eremus","species","62941","Messinian","","7.246","5.333","11913","1","specimens","-118.449722","34.401943","gp_mid","-115.91","35.52","105"
"461115","occ","","","45500","n. gen. Xenorophus n. sp. sloanii","species","62942","","Xenorophus sloanii","species","62942","Rupelian","","33.9","28.1","11915","1","specimens","-80.088608","32.963333","gp_mid","-66.58","35.42","109"
"461120","occ","29783","","45501","""Balaenoptera"" ryani","species","62944","invalid subgroup of","Balaenoptera","genus","36678","Tortonian","","11.62","7.246","12297","","","-121.893997","36.599998","gp_mid","","",""
"461121","occ","","","45502","n. gen. Pelocetus n. sp. calvertensis","species","62945","","Pelocetus calvertensis","species","62945","Langhian","","15.97","13.82","11917","1","specimens","-76.505836","38.504166","gp_mid","-69.40","40.17","109"
"461122","occ","","","45503","n. gen. Messapicetus n. sp. longirostris","species","62947","","Messapicetus longirostris","species","62947","Tortonian","","11.62","7.246","11918","","","18.201389","40.313610","gp_mid","19.31","37.97","307"
"461123","occ","","","45505","n. gen. Vanbreenia n. sp. trigonia","species","62950","","Vanbreenia trigonia","species","62950","Langhian","","15.97","13.82","11920","1","individuals","6.733333","51.966667","gp_mid","9.11","49.23","315"
"461126","occ","","","45502","Diorocetus hiatus","species","62951","","Diorocetus hiatus","species","62951","Langhian","","15.97","13.82","11921","2","specimens","-76.505836","38.504166","gp_mid","-69.40","40.17","109"
"461128","occ","","","45508","Aglaocetus n. sp. patulus","species","62952","","Aglaocetus patulus","species","62952","Langhian","","15.97","13.82","11923","1","specimens","-76.847778","38.166389","gp_mid","-69.79","39.86","109"
"461129","occ","","","45508","Pelocetus calvertensis","species","62945","","Pelocetus calvertensis","species","62945","Langhian","","15.97","13.82","11917","2","specimens","-76.847778","38.166389","gp_mid","-69.79","39.86","109"
"461130","occ","","","45502","n. gen. Hadrodelphis n. sp. calvertense","species","64434","","Hadrodelphis calvertense","species","64434","Langhian","","15.97","13.82","11924","1","specimens","-76.505836","38.504166","gp_mid","-69.40","40.17","109"
"461131","occ","","","45509","Lophocetus n. sp. pappus","species","62953","","Lophocetus pappus","species","62953","Langhian","","15.97","13.82","11925","1","specimens","-76.516670","38.547779","gp_mid","-69.41","40.21","109"
"461132","occ","","","45502","Lophocetus pappus","species","62953","","Lophocetus pappus","species","62953","Langhian","","15.97","13.82","11925","1","specimens","-76.505836","38.504166","gp_mid","-69.40","40.17","109"
"461133","occ","","","45502","Pelodelphis gracilis","species","62954","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","11925","1","specimens","-76.505836","38.504166","gp_mid","-69.40","40.17","109"
"461134","occ","","","45493","Pelodelphis gracilis","species","62954","nomen dubium","Odontoceti","suborder","42937","Burdigalian","","20.44","15.97","11925","2","specimens","-76.533333","38.674999","gp_mid","-67.88","40.53","109"
"461135","occ","","","45510","Tretosphys gabbii","species","62955","nomen dubium","Odontoceti","suborder","42937","Late Miocene","","11.608","5.333","11925","1","specimens","-76.725830","38.539444","gp_mid","-73.06","39.58","109"
"461136","occ","","","45493","Tretosphys gabbii","species","62955","nomen dubium","Odontoceti","suborder","42937","Burdigalian","","20.44","15.97","11925","1","specimens","-76.533333","38.674999","gp_mid","-67.88","40.53","109"
"461137","occ","","","45511","Phocageneus venustus","species","62956","","Phocageneus venustus","species","62956","Burdigalian","","20.44","15.97","11926","1","specimens","-76.555832","38.740833","gp_mid","-67.89","40.60","109"
"461398","occ","","","45524","n. gen. Attockicetus n. sp. praecursor","species","62970","","Attockicetus praecursor","species","62970","Lutetian","","47.8","41.3","11942","1","specimens","72.197220","33.615276","gp_mid","74.41","11.44","501"
"461438","occ","","","45527","n. gen. Ambulocetus n. sp. natans","species","62971","","Ambulocetus natans","species","62971","Lutetian","","47.8","41.3","11943","","","72.199997","33.658333","gp_mid","74.43","11.48","501"
"461455","occ","","","45529","n. gen. Ichthyolestes n. sp. pinfoldi","species","62974","","Ichthyolestes pinfoldi","species","62974","Lutetian","","47.8","41.3","11944","","","72.681664","33.783054","gp_mid","74.86","11.49","501"
"462021","occ","","","45584","n. gen. Himalayacetus n. sp. subathuensis","species","63094","","Himalayacetus subathuensis","species","63094","Ypresian","","56","47.8","11985","1","specimens","76.976669","30.981667","gp_mid","76.77","1.47","501"
"462022","occ","","","45583","n. gen. Kutchicetus n. sp. minimus","species","63096","","Kutchicetus minimus","species","63096","Lutetian","","47.8","41.3","11985","1","specimens","68.658333","23.650000","gp_mid","68.49","2.81","501"
"462050","occ","","","45529","Pakicetus attocki","species","53312","","Pakicetus attocki","species","53311","Lutetian","","47.8","41.3","11990","2","specimens","72.681664","33.783054","gp_mid","74.86","11.49","501"
"462051","occ","","","45586","n. gen. Nalacetus n. sp. ratimitus","species","63098","","Nalacetus ratimitus","species","63098","Lutetian","","47.8","41.3","11990","5","specimens","72.188889","33.633331","gp_mid","74.41","11.46","501"
"462052","occ","15613","","45586","Pakicetus attocki","species","53312","","Pakicetus attocki","species","53311","Lutetian","","47.8","41.3","8326","13","specimens","72.188889","33.633331","gp_mid","74.41","11.46","501"
